,0,5,7,8,9,11,12,13,15,16,20
0,330676,0,0,0,0,0,0,0,12354,0,0
5,7889,0,0,0,0,0,0,0,388,0,0
7,52636,0,0,0,0,0,0,0,1819,0,0
8,572104,0,0,0,0,0,0,0,17241,0,0
9,151,0,0,0,0,0,0,0,8,0,0
11,0,0,0,0,0,0,0,0,0,0,0
12,18283,0,0,0,0,0,0,0,592,0,0
13,40590,0,0,0,0,0,0,0,1369,0,0
15,1806999,0,0,0,0,0,0,0,100359,0,0
16,0,0,0,0,0,0,0,0,0,0,0
20,244668,0,0,0,0,0,0,0,9982,0,0
