,0,5,7,8,9,11,12,13,15,16,20
0,15681,143,1729,10034,125,2,3,1545,30653,0,29399
5,0,21,260,1253,43,0,0,311,3691,0,3268
7,7,119,1392,8216,201,3,3,1562,24823,0,20880
8,36,1026,13929,76436,1443,19,11,14331,236855,0,203920
9,0,0,8,33,0,0,0,6,129,0,114
11,0,0,0,0,0,0,0,0,0,0,0
12,1,33,468,2560,37,1,0,452,7781,0,6683
13,1,43,519,2924,43,0,0,442,9727,0,7835
15,1055,1078,13941,76671,1347,18,10,13763,233778,0,199278
16,0,0,0,0,0,0,0,0,0,0,0
20,12,598,7172,41336,787,13,4,7388,124696,0,107642
